datetime,portfolio_value,cash,positions,return
2020-02-03 08:30:00-05:00,100000.0,100000.0,[],
2020-02-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-03 09:30:00-05:00,100000.0,100000.0,[],0.0
2020-02-03 16:00:00-05:00,101169.53552436829,9950.000759124763,"[{'asset': TSLA, 'quantity': 79.0}, {'asset': PODD, 'quantity': 44.0}, {'asset': PAYC, 'quantity': 29.0}, {'asset': AMD, 'quantity': 104.0}, {'asset': CPRT, 'quantity': 635.0}, {'asset': AAPL, 'quantity': 164.0}, {'asset': GNRC, 'quantity': 95.0}, {'asset': DXCM, 'quantity': 62.0}, {'asset': BX, 'quantity': 214.0}, {'asset': LRCX, 'quantity': 275.0}]",0.011695355243682926
2020-02-04 08:30:00-05:00,100000.0,9950.000759124763,"[{'asset': TSLA, 'quantity': 79.0}, {'asset': PODD, 'quantity': 44.0}, {'asset': PAYC, 'quantity': 29.0}, {'asset': AMD, 'quantity': 104.0}, {'asset': CPRT, 'quantity': 635.0}, {'asset': AAPL, 'quantity': 164.0}, {'asset': GNRC, 'quantity': 95.0}, {'asset': DXCM, 'quantity': 62.0}, {'asset': BX, 'quantity': 214.0}, {'asset': LRCX, 'quantity': 275.0}]",-0.011560155122849025
2020-02-04 09:30:00-05:00,100000.0,9950.000759124763,"[{'asset': TSLA, 'quantity': 79.0}, {'asset': PODD, 'quantity': 44.0}, {'asset': PAYC, 'quantity': 29.0}, {'asset': AMD, 'quantity': 104.0}, {'asset': CPRT, 'quantity': 635.0}, {'asset': AAPL, 'quantity': 164.0}, {'asset': GNRC, 'quantity': 95.0}, {'asset': DXCM, 'quantity': 62.0}, {'asset': BX, 'quantity': 214.0}, {'asset': LRCX, 'quantity': 275.0}]",0.0
2020-02-04 09:30:00-05:00,100000.0,9950.000759124763,"[{'asset': TSLA, 'quantity': 79.0}, {'asset': PODD, 'quantity': 44.0}, {'asset': PAYC, 'quantity': 29.0}, {'asset': AMD, 'quantity': 104.0}, {'asset': CPRT, 'quantity': 635.0}, {'asset': AAPL, 'quantity': 164.0}, {'asset': GNRC, 'quantity': 95.0}, {'asset': DXCM, 'quantity': 62.0}, {'asset': BX, 'quantity': 214.0}, {'asset': LRCX, 'quantity': 275.0}]",0.0
2020-02-04 16:00:00-05:00,100000.0,9950.000759124763,"[{'asset': TSLA, 'quantity': 79.0}, {'asset': PODD, 'quantity': 44.0}, {'asset': PAYC, 'quantity': 29.0}, {'asset': AMD, 'quantity': 104.0}, {'asset': CPRT, 'quantity': 635.0}, {'asset': AAPL, 'quantity': 164.0}, {'asset': GNRC, 'quantity': 95.0}, {'asset': DXCM, 'quantity': 62.0}, {'asset': BX, 'quantity': 214.0}, {'asset': LRCX, 'quantity': 275.0}]",0.0
2020-02-05 08:30:00-05:00,102529.48532867432,9950.000759124763,"[{'asset': TSLA, 'quantity': 79.0}, {'asset': PODD, 'quantity': 44.0}, {'asset': PAYC, 'quantity': 29.0}, {'asset': AMD, 'quantity': 104.0}, {'asset': CPRT, 'quantity': 635.0}, {'asset': AAPL, 'quantity': 164.0}, {'asset': GNRC, 'quantity': 95.0}, {'asset': DXCM, 'quantity': 62.0}, {'asset': BX, 'quantity': 214.0}, {'asset': LRCX, 'quantity': 275.0}]",0.02529485328674319
2020-02-05 09:30:00-05:00,102529.48532867432,9950.000759124763,"[{'asset': TSLA, 'quantity': 79.0}, {'asset': PODD, 'quantity': 44.0}, {'asset': PAYC, 'quantity': 29.0}, {'asset': AMD, 'quantity': 104.0}, {'asset': CPRT, 'quantity': 635.0}, {'asset': AAPL, 'quantity': 164.0}, {'asset': GNRC, 'quantity': 95.0}, {'asset': DXCM, 'quantity': 62.0}, {'asset': BX, 'quantity': 214.0}, {'asset': LRCX, 'quantity': 275.0}]",0.0
2020-02-05 09:30:00-05:00,102529.48532867432,9950.000759124763,"[{'asset': TSLA, 'quantity': 79.0}, {'asset': PODD, 'quantity': 44.0}, {'asset': PAYC, 'quantity': 29.0}, {'asset': AMD, 'quantity': 104.0}, {'asset': CPRT, 'quantity': 635.0}, {'asset': AAPL, 'quantity': 164.0}, {'asset': GNRC, 'quantity': 95.0}, {'asset': DXCM, 'quantity': 62.0}, {'asset': BX, 'quantity': 214.0}, {'asset': LRCX, 'quantity': 275.0}]",0.0
2020-02-05 16:00:00-05:00,102215.06536483765,14285.836669921882,"[{'asset': PODD, 'quantity': 44.0}, {'asset': PAYC, 'quantity': 29.0}, {'asset': AMD, 'quantity': 104.0}, {'asset': CPRT, 'quantity': 635.0}, {'asset': AAPL, 'quantity': 164.0}, {'asset': GNRC, 'quantity': 95.0}, {'asset': DXCM, 'quantity': 62.0}, {'asset': BX, 'quantity': 214.0}, {'asset': LRCX, 'quantity': 275.0}]",-0.003066629690266609
