Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,company_name,sector,industry,date
326.41,327.24,314.23,318.06,5216322,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-10-26
318.9,319.56,312.36,317.11,4353088,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-10-27
301.69,302.0,288.6,291.38,11693947,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-10-28
293.2,295.3,287.55,293.18,9688273,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-10-29
289.85,291.85,281.2,288.64,7003382,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-10-30
294.24,294.84,288.12,289.97,5184674,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-02
294.45,300.34,291.78,295.39,4166923,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-03
305.09,312.72,302.24,307.2,4877892,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-04
315.14,319.35,313.58,316.53,3877677,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-05
315.98,316.49,310.09,313.64,3028499,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-06
346.92,357.0,340.9,344.56,11173000,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-09
339.99,345.86,333.44,334.78,5425542,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-10
337.41,337.7,331.07,332.39,3028987,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-11
329.06,333.09,326.3,328.29,3270077,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-12
330.3,336.11,327.34,335.03,2445138,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-13
341.8,342.65,333.17,335.45,3403922,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-16
333.17,337.77,330.72,336.5,3476192,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-17
336.53,340.95,334.86,335.94,3252242,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-18
335.49,339.16,331.42,333.88,2779291,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-19
334.78,335.16,323.0,323.0,4265164,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-20
326.21,333.2,324.37,332.04,3280095,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-23
336.91,344.11,334.12,342.39,3595295,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-24
343.71,343.71,339.34,341.32,2561403,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-25
342.83,342.88,337.61,339.07,1402271,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-27
337.66,338.04,330.18,336.51,4322016,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-11-30
339.67,342.63,337.62,338.88,4254379,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-12-01
336.78,340.24,334.0,340.22,3016172,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-12-02
338.56,342.32,334.12,335.14,3127556,0.0,0.0,MA,Mastercard,Financials,Transaction & Payment Processing Services,2020-12-03
