Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,company_name,sector,industry,date
146.16,146.61,142.8,145.03,928876,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-10-26
145.67,145.68,142.23,142.3,1045930,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-10-27
139.58,141.03,136.19,137.14,1321849,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-10-28
136.51,136.51,128.77,131.44,1986807,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-10-29
129.52,132.01,124.94,126.66,1768547,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-10-30
128.77,131.34,127.76,128.97,1271888,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-02
131.36,133.07,130.64,132.15,1089783,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-03
131.87,137.58,130.94,135.81,1257857,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-04
138.51,140.01,136.0,137.38,874061,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-05
139.07,139.07,133.34,133.74,885613,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-06
139.74,142.21,136.15,137.03,1689834,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-09
137.08,137.36,133.06,136.9,1241006,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-10
137.06,140.89,136.89,140.46,1457282,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-11
139.76,140.34,135.99,137.53,811446,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-12
138.27,140.88,137.92,140.43,649735,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-13
142.43,143.93,141.03,143.85,842398,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-16
142.76,145.1,140.54,141.53,933366,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-17
141.07,142.48,139.66,139.79,718380,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-18
136.97,139.75,135.0,139.53,734754,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-19
139.29,139.69,137.33,137.46,729530,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-20
139.0,140.58,138.35,139.37,679757,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-23
140.72,144.08,139.66,143.94,1082610,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-24
143.11,145.56,142.16,145.04,715855,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-25
145.17,146.82,144.0,145.63,409028,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-27
144.94,145.6,142.3,143.41,1142631,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-11-30
146.03,147.09,144.39,145.5,958837,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-01
144.75,146.92,144.51,146.51,1010593,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-02
146.25,150.99,145.8,150.07,970645,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-03
149.31,153.24,149.01,152.53,971249,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-04
151.28,153.45,150.04,151.3,1195642,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-07
151.31,154.33,150.6,153.17,749346,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-08
153.31,154.05,149.56,151.57,966620,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-09
149.3,151.12,147.48,149.34,1142084,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-10
147.92,151.77,145.74,151.49,1156772,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-11
151.13,152.98,147.65,147.86,1518704,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-14
148.9,151.05,147.87,149.86,1160059,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-15
149.01,151.66,149.01,150.43,1095958,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-16
150.8,151.7,150.01,151.3,934091,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-17
151.31,151.39,149.01,150.44,1962245,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-18
148.56,149.16,145.54,148.66,1012562,0.0,0.0,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,2020-12-21
